itemId,seriesId,series,flag,detail,file
52886,12792,New Avengers,overlap-in-series,the 2013 Vol. 01 gcd 1-6 collides with the 2004 run the Series holds,New Avengers Vol. 01 - Everything Dies (2013) (Digital) (F) (Zone-Empire).cbr
68684,12955,Nightwing,overlap-in-series,three Nightwing ladders each contribute a Vol. 01,Nightwing Vol. 01 - Leaping into the Light (2021) (digital) (Son of Ultron-Empire).cbr
84048,13077,Nova,overlap-in-series,four Nova ladders each contribute a Vol. 01 numbered from #1,Nova Vol. 01 - Origin (2014) (Digital) (Zone-Empire).cbr
111064,14264,Quantum & Woody,overlap-in-series,two Quantum and Woody ladders each contribute a Vol. 01,Quantum and Woody by Priest & Bright Vol. 01 - Klang (2015) (Digital) (Zone-Empire).cbr
69310,14460,Red Hood and the Outlaws,overlap-in-series,two Red Hood and the Outlaws ladders each contribute a Vol. 01,01 Red Hood and the Outlaws Vol. 01 - Dark Trinity (2017) (digital) (Son of Ultron-Empire).cbr
21479,14480,Red Sonja,overlap-in-series,five Red Sonja ladders each contribute a Vol. 01 numbered from #1,Red Sonja Vol. 01 - Mother (2023) (Digital) (DR & Quinch-Empire).cbr
69556,14733,Robin,overlap-in-series,three Robin ladders each contribute a Vol. 01 numbered from #1,Robin Vol. 01 - The Lazarus Tournament (2022) (digital) (Son of Ultron-Empire).cbr
53052,15080,Savage Avengers,overlap-in-series,the 2022 relaunch restarts at #1 over the 2019 run,Savage Avengers v01 - Time Is The Sharpest Edge (2022) (Digital) (Shan-Empire).cbz
37960,15130,Scarlet,overlap-in-series,two Scarlet ladders each contribute a Vol. 01,Scarlet Vol. 01 (2019) (digital) (Son of Ultron-Empire).cbr
69588,15276,Secret Six,overlap-in-series,two Secret Six ladders each contribute a Vol. 01,Secret Six Vol. 01 - Friends in Low Places (2016) (digital) (Son of Ultron-Empire).cbr
93425,15504,She-Hulk,overlap-in-series,four She-Hulk ladders each contribute a Vol. 01,"She-Hulk by Rainbow Rowell Vol. 01 - Jen, Again (2022) (Digital) (Asgard-Empire).cbz"
93651,15632,Silver Surfer,overlap-in-series,two Silver Surfer ladders each contribute a Vol. 01 gcd 1-5/1-6,Silver Surfer Vol. 04 - Citizen of Earth (2016) (Digital) (F) (Zone-Empire).cbr
31307,15903,Sonic the Hedgehog,overlap-in-series,two Sonic ladders each contribute a Vol. 01,Sonic the Hedgehog Vol. 01 - Fallout (2018) (digital-Empire).cbr
93687,16047,Spider-Gwen,overlap-in-series,Vol. 00 gcd 1-5 and Vol. 01 gcd 1-6 both start at #1,Spider-Gwen Vol. 01 - Greater Power (2016) (Digital) (F) (Kileko-Empire).cbz
95238,16072,Spider-Man,overlap-in-series,five Spider-Man ladders each contribute a Vol. 01 numbered from #1,Spider-Man Vol. 01 - End of the Spider-Verse (2023) (Digital-Empire).cbz
95918,16260,Spider-Woman,overlap-in-series,four Spider-Woman ladders each contribute a Vol. 01,Spider-Woman Vol. 01 - Bad Blood (2021) (Digital) (EJGriffin-Empire).cbz
104183,16641,Star Wars,overlap-in-series,several Star Wars ladders each contribute a Vol. 01 numbered from #1,Star Wars Vol. 01 - Skywalker Strikes (2015) (Digital) (Kileko-Empire).cbr
104148,16625,Star Wars Adventures,overlap-in-series,"the gcd blocks on vols 5, 6 and 7 overlap each other",Star Wars Adventures Vol. 06 - Flight of the Falcon (2019) (Digital) (Kileko-Empire).cbz
80340,16766,Star-Lord,overlap-in-series,the cv rows on Vol. 02 and Vol. 04 both start at #6,Legendary Star-Lord Vol. 02 - Rise of the Black Vortex (2015) (Digital) (F) (Kileko-Empire).cbz
10777,16845,Steven Universe,overlap-in-series,two Steven Universe ladders each contribute a Vol. 01,Steven Universe Vol. 01 - Warp Tour (2017) (digital) (Salem-Empire).cbr
70016,17022,Suicide Squad,overlap-in-series,four Suicide Squad ladders each contribute a Vol. 01 numbered from #1,Suicide Squad Vol. 01 - Kicked in the Teeth (2011) (Digital) (Nahga-Empire).cbr
70351,17121,Superboy,overlap-in-series,"several Superboy ladders share this Series, each numbered from #1",Superboy Vol. 01 - Incubation (2012) (Digital) (Zone-Empire).cbr
95358,17159,Superior Spider-Man,overlap-in-series,three Superior Spider-Man ladders each contribute a Vol. 01 numbered from #1,Superior Spider-Man Vol. 01 - Full Otto (2019) (Digital) (Zone-Empire).cbr
72586,17167,Superman,overlap-in-series,several Superman ladders each contribute a Vol. 04 inside this Series,Superman Vol. 04 - Psi War (2014) (digital) (Son of Ultron-Empire).cbr
72627,17172,Superman: The Action Comics Archives,overlap-in-series,two Action Comics ladders each contribute a Vol. 01,Action Comics Vol. 01 - Invisible Mafia (2019) (digital) (Son of Ultron-Empire).cbr
73141,17377,Swamp Thing,overlap-in-series,"several Swamp Thing ladders share this Series, each numbered from #1",Swamp Thing Vol. 01 (2014) (digital-Empire).cbz
73457,17677,Teen Titans Go!,overlap-in-series,two Teen Titans Go! ladders each contribute a Vol. 01 numbered from #1,"Teen Titans Go! Vol. 01 - Party, Party! (2015) (digital) (Son of Ultron-Empire).cbr"
32430,17700,Teenage Mutant Ninja Turtles,overlap-in-series,"several TMNT reprint ladders share this Series, each numbered from #1",Best of TMNT Collection v01 (2022) (digital) (Raphael-Empire).cbr
96069,17821,Thanos,overlap-in-series,two Thanos ladders each contribute a Vol. 01 gcd 1-6,Thanos Vol. 01 - Epiphany (2004) (Digital-Empire).cbr
63275,3007,The Blue Beetle,overlap-in-series,"""Metamorphosis"" (New 52) and ""The More Things Change"" (Rebirth) both carry gcd ranges starting at #1",Blue Beetle Vol. 01 - The More Things Change (2017) (digital) (Son of Ultron-Empire).cbr
81449,9526,The Invaders,overlap-in-series,the 2019 Vol. 01 gcd 1-6 collides with the 1975 run the Series holds,Invaders Vol. 01 - War Ghosts (2019) (Digital) (Zone-Empire).cbr
53121,12038,The Mighty Avengers,overlap-in-series,the 2013 Vol. 01 gcd 1-5 collides with the 2007 Vol. 01 gcd 1-6,Mighty Avengers Vol. 01 - No Single Hero (2014) (Digital) (Kileko-Empire).cbr
102188,12855,The New Warriors,overlap-in-series,the 2014 Vol. 01 gcd 1-6 collides with the 1990 run the Series holds,New Warriors Vol. 01 - The Kids Are All Fight (2014) (digital) (Minutemen-Excelsior).cbz
82510,66039,The Punisher,overlap-in-series,two different Punisher ladders each contribute a Vol. 03,The Punisher Vol. 03 - King of the New York Streets (2018) (digital) (Minutemen-Slayer).cbr
78351,15100,The Savage Sword of Conan,overlap-in-series,the 2019 relaunch restarts at #1 over the reprint ladders,Savage Sword of Conan Vol. 02 - Conan The Gambler (2020) (Digital) (Mephisto-Empire).cbr
74340,18584,The trial of the Flash,overlap-in-series,several Flash ladders each contribute a Vol. 01 numbered from #1,The Flash Vol. 01 - Move Forward (2012) (digital-Empire).cbr
96048,19843,The Unbeatable Squirrel Girl,overlap-in-series,two Squirrel Girl ladders each contribute a Vol. 01 numbered from #1,The Unbeatable Squirrel Girl Vol. 01 - Squirrel Power (Digital) (F) (Kileko-Empire).cbr
96712,20070,Thor,overlap-in-series,several Thor ladders each contribute a Vol. 01 numbered from #1,Thor Vol. 01 - God of Thunder Reborn (2019) (Digital) (Asgard-Empire).cbz
97020,20172,Thunderbolts,overlap-in-series,several Thunderbolts ladders each contribute a Vol. 01 numbered from #1,Thunderbolts Vol. 01 - No Quarter (2013) (Digital) (Zone-Empire).cbr
74940,20245,Titans,overlap-in-series,three Titans ladders each contribute a Vol. 01 numbered from #1,Titans Vol. 01 - The Return of Wally West (2017) (digital) (Son of Ultron-Empire).cbr
13418,20313,Tomb Raider,overlap-in-series,two Tomb Raider ladders each contribute a Vol. 01 and a Vol. 02 gcd 7-12,Tomb Raider v01 - Season of the Witch (2014) (digital) (The Magicians-Empire).cbr
97193,20638,Ultimates,overlap-in-series,three Ultimates ladders each contribute a Vol. 01,Ultimates Vol. 01 - Super-Human (2007) (Digital) (Asgard-Empire).cbr
85773,20686,Uncanny X-Force,overlap-in-series,two Uncanny X-Force ladders each contribute a Vol. 01,Uncanny X-Force Vol. 01 - Let It Bleed (2013) (Digital) (F) (Kileko-Empire).cbz
48865,20987,Vengeance of the Moon Knight,overlap-in-series,two Vengeance of the Moon Knight ladders each contribute a Vol. 01,Vengeance of the Moon Knight Vol. 01 - New Moon (2024) (Digital) (Shan-Empire).cbz
97321,20988,Venom,overlap-in-series,several Venom ladders each contribute a Vol. 01 numbered from #1,Venom Vol. 01 - Homecoming (2017) (Digital) (Kileko-Empire).cbr
36050,21735,Witchblade,overlap-in-series,several Witchblade ladders each contribute a Vol. 01 numbered from #1,Witchblade Vol. 01 (2008) (Digital) (K6-Empire).cbr
98096,66293,Wolverine (1989),overlap-in-series,"the 1988 mini, the 2003 run and the Complete Collection books all share this Series",Wolverine by Jason Aaron - The Complete Collection Book 01 (2013) (Digital-Empire).cbr
11026,21147,WWE,overlap-in-series,"the gcd blocks on vols 3, 4 and 5 overlap each other",WWE Vol. 03 - Roman Empire (2018) (Digital) (Kileko-Empire).cbr
86316,22296,X-Men: Red,overlap-in-series,two X-Men Red ladders each contribute a Vol. 01,X-Men Red by Al Ewing Vol. 01 (2023) (Digital) (EJGriffin-Empire).cbz
110991,22590,X-O Manowar,overlap-in-series,several X-O Manowar ladders each contribute a Vol. 01,X-O Manowar v03 - Emperor (2018) (digital) (Son of Ultron-Empire).cbr
86397,22603,X-Treme X-Men,overlap-in-series,two X-Treme X-Men ladders each contribute a Vol. 01,01 X-Treme X-Men Vol. 01 - Xavier Must Die (2013) (Digital) (Kileko-Empire).cbr
110771,131,4001 A.D.,provider-disagrees,locg 1-16 counts tie-ins from other series; the 4001 A.D. event proper is #1-4,4001 A.D. Deluxe Edition (2017) (digital) (Son of Ultron-Empire).cbr
37824,208,A Legacy of Violence,provider-disagrees,identical locg 9-12 on both volumes of A Legacy of Violence,A Legacy of Violence v01 (2023) (Digital) (DR & Quinch-Empire).cbr
72608,381,Action Comics,provider-disagrees,locg claims #52-958 on a 160 pp book: the Action Comics 1000 Deluxe collects #1000 plus reprints,Action Comics 1000 - The Deluxe Edition (2018) (Digital) (Zone-Empire).cbr
72611,381,Action Comics,provider-disagrees,locg 1058-1060 is the 2024 numbering on a 2017 volume (#967-972),Action Comics Vol. 03 - Men of Steel (2017) (digital) (Son of Ultron-Empire).cbr
72685,390,Action Comics: 80 Years of Superman: The Deluxe Edition,provider-disagrees,locg claims #0-800 on a 386 pp anthology,Action Comics - 80 Years of Superman Deluxe Edition (2018) (digital) (Glorith-HD).cbz
53942,410,Adam Warlock Omnibus,provider-disagrees,locg claims #1-181 on a series whose own issueCount is 1,Adam Warlock Omnibus (2023) (Digital) (Shan-Empire).cbz
9432,425,Adventure Time,provider-disagrees,"the OGN ladder and the TPB ladder share volume numbers, so LOCG spans landed on the wrong ladder for vols 3-8 and 12",Adventure Time OGN Vol. 03 - Seeing Red (2014) (Digital-Empire).cbz
72687,470,Adventures of Superman: Gil Kane,provider-disagrees,locg claims #1-554 on a 386 pp artist collection,"Adventures of Superman - Gil Kane, 2013-01-15 (#TPB) (digital) (OkC.O.M.P.U.T.O.-Novus-HD).cbz"
36235,515,Age of Bronze,provider-disagrees,locg gives Betrayal I #27-33 and Betrayal II #20-26 - the two are swapped against cv's title match,Age of Bronze Vol. 03 - Betrayal I ((2013) (Pudgy).cbz
34592,553,Airboy Archives,provider-disagrees,identical locg 1-50 on both Airboy Archives volumes,Airboy Archives v01 (2014) (digital) (Son of Ultron-Empire).cbr
47994,638,Alien By Shalvey & Broccardo,provider-disagrees,gcd gives both Thaw and Descendant a range starting at #1,Alien by Shalvey & Broccardo v02 - Descendant (2024) (Digital) (Kileko-Empire).cbz
85492,745,All-New Wolverine,provider-disagrees,"cv's ""The Four Sisters"" #1-6 (1.00) and locg's #1-18 both landed on Vol. 04 - Immune",All-New Wolverine Vol. 04 - Immune (2018) (Digital) (F) (Kileko-Empire).cbz
52909,757,"All-New, All-Different Avengers",provider-disagrees,"cv offers #1-12 for ""Volume 1"" - that is the hardcover, not this 161 pp trade","All-New, All-Different Avengers Vol. 01 - The Magnificent Seven (2016) (Digital) (Zone-Empire).cbr"
94747,863,Amazing Spider-Man - Worldwide,provider-disagrees,locg gives vol 7 #29-791 and vol 8 #25-796 - both straddle the legacy renumbering,Amazing Spider-Man - Worldwide Vol. 07 (2018) (Digital) (Kileko-Empire).cbr
58797,1160,Aquaman,provider-disagrees,locg claims #57-455 on a 428 pp anniversary anthology,Aquaman - 80 Years of the King of the Seven Seas The Deluxe Edition (2023) (Digital) (F) (danke-Empire).cbz
53308,1589,Avengers Epic Collection,provider-disagrees,"gcd gives Operation Galactic Storm #398-401, which falls after vols 23-26 in the same ladder",Avengers Epic Collection Vol. 22 - Operation Galactic Storm (2014) (Digital) (Shadowcat-Empire).cbz
53385,1664,Avengers/Thunderbolts,provider-disagrees,gcd gives vol 2 #1-6 (the whole mini) and vol 1 #31-34 (another title's numbering),Avengers - Thunderbolts Vol. 02 - Best Intentions (2004) (Digital) (Zone-Empire).cbr
61678,1886,Batman '66,provider-disagrees,locg's #1-3 per trade is print numbering; this Series' own files run to chapter #73,Batman '66 Vol. 01 (2015) (Digital) (Zone-Empire).cbr
61690,1902,Batman: Arkham Knight,provider-disagrees,Vol. 03 currently claims to contain all 39 held chapters on locg's #1-39,Batman - Arkham Knight Vol. 03 (2016) (digital) (Son of Ultron-Empire).cbr
62184,2256,Batman: Shadow of the Bat,provider-disagrees,"cv gives Shadow of the Bat Vol. 02 the range of ""Knightquest: The Crusade Volume 2""",Batman - Shadow of the Bat Vol. 02 (2017) (digital) (Son of Ultron-Empire).cbr
62259,2039,Batman: Urban Legends,provider-disagrees,six volumes carry overlapping locg ranges that cannot all be right,Batman - Urban Legends Vol. 01 (2021) (digital) (Son of Ultron-Empire).cbr
63420,4508,DC Comics Bombshells,provider-disagrees,locg numbers the trades on the 100 digital chapters this Series holds while gcd uses the 33 print issues,DC Comics - Bombshells Vol. 05 - The Death of Illusion (2017) (digital) (Son of Ultron-Empire).cbr
41725,5203,Death Note,provider-disagrees,locg gives vols 6-9 the degenerate spans #8-8 ... #11-11 while vols 1-3 carry real chapter ranges,Death Note Vol. 06 - Give-and-Take (2006) (Digital) (DarkZone-Empire).cbr
64322,2173,Deathstroke,provider-disagrees,"cv offers ""Deathstroke Vol. 5: The Fall of Slade"" #26-29 for a file named Batman vs. Deathstroke",Deathstroke Vol. 05.5 - Batman vs. Deathstroke (2019) (digital) (Son of Ultron-Empire).cbr
44415,5341,Delicious in Dungeon,provider-disagrees,"locg gives vol 1 #1-7 but vol 2 #18-24, leaving #8-17 unaccounted",Delicious in Dungeon v02 (2017) (Digital) (LuCaZ).cbz
45792,5778,Dr. Slump,provider-disagrees,the locg chapter ranges for Dr. Slump overlap and restart volume to volume,Dr. Slump v02 (2005) (Digital) (AnHeroGold-Empire).cbz
62434,2052,The Batman Adventures,provider-disagrees,"two edition ladders (The Collected Adventures and The Batman Adventures) share this Series, and their cv ranges do not tile",Batman Adventures Vol. 03 (2015) (digital) (Minutemen-FlynnLives).cbr
