# shelf	signal	detail   (reprobe_cvmissing.py, TOOLS_TODO 32; feed: next_batch.py --s2-file)
S2120	g	provider-missing: CV 73816 "Batman - The Dark Knight Returns" 2012 Urban Comics 1 issues — far (gap 10), found by 'Batman: The Dark Knight Returns' (via CV candidate name "Batman: The Dark Knight Returns"); invisible before TODO 30
S2120	g	provider-missing: CV 38859 "Batman: The Dark Knight Returns" 1986 DC Comics 1 issues — far (gap 36), found by 'Batman: The Dark Knight Returns' (via CV candidate name "Batman: The Dark Knight Returns"); invisible before TODO 30
S2128	g	S cv=-+provider-missing: CV 103575 "Batman The Dark Knight" 2014 RW Uitgeverij 3 issues — near (gap 1), found by 'Batman: The Dark Knight' (via CV candidate name "Batman: The Dark Knight"); invisible before TODO 30
S2128	g	S cv=-+provider-missing: CV 62348 "Batman: The Dark Knight Annual" 2013 DC Comics 1 issues — far (gap 2), found by 'Batman: The Dark Knight Annual' (via CV candidate name "Batman: The Dark Knight Annual"); invisible before TODO 30
S2128	g	S cv=-+provider-missing: CV 53222 "Batman: The Dark Knight" 2012 DC Comics 4 issues — far (gap 3), found by 'Batman: The Dark Knight' (via CV candidate name "Batman: The Dark Knight"); invisible before TODO 30
S2128	g	S cv=-+provider-missing: CV 56063 "Batman The Dark Knight" 2012 Titan Comics 19 issues — far (gap 3), found by 'Batman: The Dark Knight' (via CV candidate name "Batman: The Dark Knight"); invisible before TODO 30
S2128	g	S cv=-+provider-missing: CV 61513 "Batman: The Dark Knight" 2012 Panini Verlag 32 issues — far (gap 3), found by 'Batman: The Dark Knight' (via CV candidate name "Batman: The Dark Knight"); invisible before TODO 30
S2128	g	S cv=-+provider-missing: CV 37880 "Batman: The Dark Knight" 2011 DC Comics 5 issues — far (gap 4), found by 'Batman: The Dark Knight' (via CV candidate name "Batman: The Dark Knight"); invisible before TODO 30
S2158	g	S cv=-+provider-missing: CV 107493 "Batman & the Signal" 2018 DC Comics 3 issues — near (gap 1), found by 'Batman & the Signal' (via the parsed key without the filing suffix "Batman & the Signal"); invisible before TODO 30
S2158	g	S cv=-+provider-missing: CV 112937 "Batman and the Signal" 2018 DC Comics 1 issues — near (gap 1), found by 'Batman and the Signal' (own spelling); invisible before TODO 30
S2171	g	provider-missing: CV 89207 "Superman/Batman: Batman v Superman: Dawn of Justice Special Edition" 2016 DC Comics 1 issues — near (gap 0), found by 'Superman/Batman: Batman v Superman: Dawn of Justice Special Edition' (via CV candidate name "Superman/Batman: Batman v Superman: Dawn of Justice Special Edition"); invisible before TODO 30
S2171	g	provider-missing: CV 121595 "General Mills Presents Batman v Superman: Dawn of Justice" 2016 DC Comics 4 issues — near (gap 0), found by 'General Mills Presents Batman v Superman: Dawn of Justice' (via CV candidate name "General Mills Presents Batman v Superman: Dawn of Justice"); invisible before TODO 30
S2172	g	provider-missing: CV 91589 "Batman v Superman: Dawn of Justice - Upstairs/Downstairs" 2016 DC Comics 1 issues — near (gap 0), found by 'Batman v Superman: Dawn of Justice - Upstairs/Downstairs' (via CV candidate name "Batman v Superman: Dawn of Justice - Upstairs/Downstairs"); invisible before TODO 30
S2172	g	provider-missing: CV 121595 "General Mills Presents Batman v Superman: Dawn of Justice" 2016 DC Comics 4 issues — near (gap 0), found by 'General Mills Presents Batman v Superman: Dawn of Justice' (via CV candidate name "General Mills Presents Batman v Superman: Dawn of Justice"); invisible before TODO 30
S2277	g	provider-missing: CV 89257 "Book of Death: Deluxe Edition" 2016 DMG/Valiant Entertainment 1 issues — far (gap 4), found by 'Book of Death: Deluxe Edition' (via CV candidate name "Book of Death: Deluxe Edition"); invisible before TODO 30
S2277	g	provider-missing: CV 32454 "Batman and Robin: The Deluxe Edition" 2010 DC Comics 3 issues — far (gap 10), found by 'Batman and Robin: The Deluxe Edition' (via CV candidate name "Batman and Robin: The Deluxe Edition"); invisible before TODO 30
S2355	g	provider-missing: CV 45261 "Theseus: Battling the Minotaur" 2008 Lerner Publishing Group 1 issues — far (gap 5), found by 'Theseus: Battling the Minotaur' (via CV candidate name "Theseus: Battling the Minotaur"); invisible before TODO 30
S2356	g	provider-missing: CV 48969 "Sonic The Hedgehog FCBD 2012" 2012 Archie Comics 1 issues — near (gap 0), found by 'Sonic The Hedgehog FCBD 2012' (via CV candidate name "Sonic The Hedgehog FCBD 2012"); invisible before TODO 30
S2386	g	provider-missing: CV 84970 "Guardians of the Galaxy: Through the Looking Glass" 2015 Marvel 1 issues — near (gap 1), found by 'Guardians of the Galaxy: Through the Looking Glass' (via CV candidate name "Guardians of the Galaxy: Through the Looking Glass"); invisible before TODO 30
S2386	g	provider-missing: CV 51326 "Batman: Through the Looking Glass" 2012 DC Comics 1 issues — far (gap 2), found by 'Batman: Through the Looking Glass' (via CV candidate name "Batman: Through the Looking Glass"); invisible before TODO 30
S2402	g	provider-missing: CV 47706 "13th of Never" 2004 SLG Publishing 1 issues — far (gap 20), found by '13th of Never' (via CV candidate name "13th of Never"); invisible before TODO 30
S2403	g	provider-missing: CV 26988 "The Adventures of Blake & Mortimer" 2007 Cinebook 29 issues — far (gap 16), found by 'The Adventures of Blake & Mortimer' (via CV candidate name "The Adventures of Blake & Mortimer"); invisible before TODO 30
S2403	g	provider-missing: CV 56474 "The Adventures of Blake & Mortimer" 1989 Catalan Communications 2 issues — far (gap 34), found by 'The Adventures of Blake & Mortimer' (via CV candidate name "The Adventures of Blake & Mortimer"); invisible before TODO 30
S2415	g	provider-missing: CV 120750 "Jim Cornette Presents: Behind the Curtain - Real Pro Wrestling Stories" 2019 IDW Publishing 1 issues — far (gap 3), found by 'Jim Cornette Presents: Behind the Curtain - Real Pro Wrestling Stories' (via CV candidate name "Jim Cornette Presents: Behind the Curtain - Real Pro Wrestling Stories"); invisible before TODO 30
S2415	g	provider-missing: CV 114509 "Behind the Curtain" 2015 SelfMadeHero 1 issues — far (gap 7), found by 'Behind the Curtain' (own spelling); invisible before TODO 30
S2430	g	provider-missing: CV 139315 "Beneath the Trees" 2021 Magnetic Press 1 issues — far (gap 3), found by 'Beneath the Trees' (via CV candidate name "Beneath the Trees"); invisible before TODO 30
S2430	g	provider-missing: CV 65141 "Beneath: The Prequel" 2013 Glass Eye Pix Comix 1 issues — far (gap 11), found by 'Beneath: The Prequel' (via CV candidate name "Beneath: The Prequel"); invisible before TODO 30
S2432	g	provider-missing: CV 75941 "Female Force: Women of Europe" 2014 TidalWave Productions 1 issues — far (gap 6), found by 'Female Force: Women of Europe' (via CV candidate name "Female Force: Women of Europe"); invisible before TODO 30
S2458	g	provider-missing: CV 34367 "Airboy 1942: Best of Enemies" 2009 Moonstone 1 issues — far (gap 3), found by 'Airboy 1942: Best of Enemies' (via CV name "Airboy 1942: Best of Enemies"); invisible before TODO 30
S2473	g	provider-missing: CV 134099 "Act of Betrayal" 2021 Harlequin Comics 1 issues — far (gap 3), found by 'Act of Betrayal' (via CV candidate name "Act of Betrayal"); invisible before TODO 30
S2489	g	provider-missing: CV 11038 "Betty and Veronica" 1987 Archie Comics 278 issues — far (gap 31), found by 'Betty and Veronica' (via our own name without the filing suffix "Betty and Veronica"); invisible before TODO 30
S2497	g	provider-missing: CV 11038 "Betty and Veronica" 1987 Archie Comics 278 issues — far (gap 37), found by 'Betty and Veronica' (via CV candidate name "Betty and Veronica"); invisible before TODO 30
S2499	g	provider-missing: CV 80515 "Betty and Veronica: Sleepover Special" 2015 Archie Comics 1 issues — near (gap 1), found by 'Betty and Veronica: Sleepover Special' (via CV candidate name "Betty and Veronica: Sleepover Special"); invisible before TODO 30
S2518	g	provider-missing: CV 160399 "Beyond the Beyond" 2022 Scout Comics 4 issues — far (gap 2), found by 'Beyond the Beyond' (via CV candidate name "Beyond the Beyond"); invisible before TODO 30
S2518	g	provider-missing: CV 122212 "Beyond the Demon, the Sea" 2019 Source Point Press 1 issues — far (gap 5), found by 'Beyond the Demon, the Sea' (via CV candidate name "Beyond the Demon, the Sea"); invisible before TODO 30
S2518	g	provider-missing: CV 35117 "Beyond the Beyond" 2006 Tokyopop 4 issues — far (gap 18), found by 'Beyond the Beyond' (via CV candidate name "Beyond the Beyond"); invisible before TODO 30
S2592	g	S cv=-: CV 73049 "Billy the Kid's Old-Timey Oddities" 2006 Dark Horse Comics 1 issues — near (gap 0), found by 'Billy the Kid's Old Timey Oddities' (own spelling); invisible before TODO 30
S2592	g	S cv=-: CV 21394 "Billy the Kid's Old-Timey Oddities" 2005 Dark Horse Comics 4 issues — near (gap 1), found by 'Billy the Kid's Old Timey Oddities' (own spelling); invisible before TODO 30
S2592	g	S cv=-: CV 35464 "Billy the Kid's Old Timey Oddities and the Ghastly Fiend of London" 2010 Dark Horse Comics 4 issues — far (gap 4), found by 'Billy the Kid's Old Timey Oddities and the Ghastly Fiend of London' (via CV candidate name "Billy the Kid's Old Timey Oddities and the Ghastly Fiend of London"); invisible before TODO 30
S2592	g	S cv=-: CV 150840 "Billy the Kid's Old Timey Oddities and The Ghastly Fiend of London" 2011 Dark Horse Comics 1 issues — far (gap 5), found by 'Billy the Kid's Old Timey Oddities and the Ghastly Fiend of London' (via CV candidate name "Billy the Kid's Old Timey Oddities and the Ghastly Fiend of London"); invisible before TODO 30
S2592	g	S cv=-: CV 53099 "Billy The Kid’s Old Timey Oddities And The Orm Of Loch Ness" 2012 Dark Horse Comics 4 issues — far (gap 6), found by 'Billy The Kid’s Old Timey Oddities And The Orm Of Loch Ness' (via CV candidate name "Billy The Kid’s Old Timey Oddities And The Orm Of Loch Ness"); invisible before TODO 30
S2592	g	S cv=-: CV 64680 "Billy The Kid’s Old Timey Oddities And The Orm Of Loch Ness" 2013 Dark Horse Comics 1 issues — far (gap 7), found by 'Billy The Kid’s Old Timey Oddities And The Orm Of Loch Ness' (via CV candidate name "Billy The Kid’s Old Timey Oddities And The Orm Of Loch Ness"); invisible before TODO 30
S2620	g	provider-missing: CV 127620 "Birds of Prey" 2020 DC Comics 1 issues — near (gap 0), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S2620	g	provider-missing: CV 153328 "Birds of Prey" 2023 DC Comics 28 issues — far (gap 3), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S2620	g	provider-missing: CV 159708 "Birds of Prey" 2024 DC Comics 3 issues — far (gap 4), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S2620	g	provider-missing: CV 85740 "Birds of Prey" 2015 DC Comics 3 issues — far (gap 5), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S2620	g	provider-missing: CV 52139 "Birds of Prey" 2012 DC Comics 5 issues — far (gap 8), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S2620	g	provider-missing: CV 42806 "Birds of Prey" 2011 DC Comics 35 issues — far (gap 9), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S2759	g	provider-missing: CV 147404 "Black Panther: The Saga Of Shuri And T'Challa" 2022 Marvel 1 issues — far (gap 14), found by 'Black Panther: The Saga Of Shuri And T'Challa' (via CV candidate name "Black Panther: The Saga Of Shuri And T'Challa"); invisible before TODO 30
S2769	g	provider-missing: CV 95849 "X-O Manowar: Long Live the King" 2016 DMG/Valiant Entertainment 1 issues — near (gap 1), found by 'X-O Manowar: Long Live the King' (via CV candidate name "X-O Manowar: Long Live the King"); invisible before TODO 30
S2769	g	provider-missing: CV 111035 "Black Panther: Long Live The King" 2018 Marvel 1 issues — near (gap 1), found by 'Black Panther: Long Live the King' (own spelling); invisible before TODO 30
S2777	g	provider-missing: CV 161388 "Wakanda: World of Black Panther Omnibus" 2022 Marvel 1 issues — far (gap 2), found by 'Wakanda: World of Black Panther Omnibus' (via CV candidate name "Wakanda: World of Black Panther Omnibus"); invisible before TODO 30
S2777	g	provider-missing: CV 102105 "Black Panther: World of Wakanda" 2017 Marvel 1 issues — far (gap 3), found by 'Black Panther: World of Wakanda' (via CV candidate name "Black Panther: World of Wakanda"); invisible before TODO 30
S2777	g	provider-missing: CV 95579 "Black Panther: World of Wakanda" 2016 Marvel 6 issues — far (gap 4), found by 'Black Panther: World of Wakanda' (via CV candidate name "Black Panther: World of Wakanda"); invisible before TODO 30
S2845	g	provider-missing: CV 5829 "A Decade of Dark Horse" 1996 Dark Horse Comics 4 issues — far (gap 17), found by 'A Decade of Dark Horse' (via CV candidate name "A Decade of Dark Horse"); invisible before TODO 30
S2938	g	provider-missing: CV 134055 "Punisher: River of Blood" 2021 Marvel 1 issues — far (gap 16), found by 'Punisher: River of Blood' (via CV candidate name "Punisher: River of Blood"); invisible before TODO 30
S2938	g	provider-missing: CV 147188 "The River of Blood" 2021 Black Jack Press 1 issues — far (gap 16), found by 'The River of Blood' (via CV candidate name "The River of Blood"); invisible before TODO 30
S2983	g	provider-missing: CV 57959 "Bloodshot: Setting The World On Fire" 2013 DMG/Valiant Entertainment 1 issues — far (gap 11), found by 'Bloodshot: Setting The World On Fire' (via CV candidate name "Bloodshot: Setting The World On Fire"); invisible before TODO 30
S2996	g	provider-missing: CV 35695 "Bloom County: The Complete Library" 2009 IDW Publishing 5 issues — far (gap 6), found by 'Bloom County: The Complete Library' (via CV candidate name "Bloom County: The Complete Library"); invisible before TODO 30
S3074	g	provider-missing: CV 62743 "Making a Mini Comic: The Mini Comic" 2008 Squid Works 1 issues — far (gap 17), found by 'Making a Mini Comic: The Mini Comic' (via CV candidate name "Making a Mini Comic: The Mini Comic"); invisible before TODO 30
S3077	g	S cv=-: CV 143729 "Bone Orchard: The Passageway" 2022 Image 1 issues — near (gap 0), found by 'Bone Orchard: The Passageway' (via CV candidate name "Bone Orchard: The Passageway"); invisible before TODO 30
S3088	g	provider-missing: CV 63509 "Book of Love" 1950 Fox Comics (US) 1 issues — far (gap 69), found by 'Book of Love' (via CV candidate name "Book of Love"); invisible before TODO 30
S3093	g	provider-missing: CV 154273 "Darkhold: The Book of Evil" 2022 Marvel UK/Panini UK 1 issues — near (gap 0), found by 'Darkhold: The Book of Evil' (via CV candidate name "Darkhold: The Book of Evil"); invisible before TODO 30
S3093	g	provider-missing: CV 158242 "Book of Evil" 2024 Splitter 1 issues — far (gap 2), found by 'Book of Evil' (own spelling); invisible before TODO 30
S3097	g	provider-missing: CV 101600 "The Books of Magic" 2017 DC Comics 1 issues — near (gap 1), found by 'Books of Magic' (own spelling); invisible before TODO 30
S3097	g	provider-missing: CV 120094 "Books of Magic" 2019 DC Comics 3 issues — near (gap 1), found by 'Books of Magic' (own spelling); invisible before TODO 30
S3097	g	provider-missing: CV 5943 "The Books of Magic Annual" 1997 DC Comics 3 issues — far (gap 21), found by 'The Books of Magic Annual' (via CV candidate name "The Books of Magic Annual"); invisible before TODO 30
